business_postal_code,inspection_score,inspection_type,violation_description,risk_category
94123,70.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94107,90.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94109,91.0,Routine - Unscheduled,Improper cooling methods,High Risk
94111,83.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94131,,Complaint,,
94133,84.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94114,76.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94158,89.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94133,79.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94133,96.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94122,100.0,Routine - Unscheduled,,
94133,86.0,Routine - Unscheduled,Improper food storage,Low Risk
94112,,Complaint Reinspection/Followup,,
94122,90.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94127,94.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94133,,Reinspection/Followup,,
94103,,Reinspection/Followup,,
94104,83.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94131,,Non-inspection site visit,,
94122,79.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk
94124,90.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94114,,Complaint Reinspection/Followup,,
94110,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94107,89.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94110,83.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94123,,Reinspection/Followup,,
94108,78.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94121,87.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94117,92.0,Routine - Unscheduled,Employee eating or smoking,Moderate Risk
94110,86.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94158,,New Ownership - Followup,,
94103,90.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94114,90.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94114,90.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94105,81.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94114,93.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk
94133,86.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94102,92.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94103,96.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94118,82.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94118,94.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94131,96.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94103,,New Construction,,
94103,85.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94102,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94133,94.0,Routine - Unscheduled,Improper storage use or identification of toxic substances,Low Risk
94109,,Complaint,Unclean or degraded floors walls or ceilings,Low Risk
94124,,Reinspection/Followup,,
94110,90.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94110,,Reinspection/Followup,,
94109,,Non-inspection site visit,,
94122,88.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94102,100.0,Routine - Unscheduled,,
94115,79.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94107,91.0,Routine - Unscheduled,Unclean hands or improper use of gloves,High Risk
94110,94.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk
94109,96.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk
94102,94.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94122,,Complaint,,
94103,90.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94109,94.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94111,77.0,Routine - Unscheduled,Improper reheating of food,High Risk
94122,61.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94104,68.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94109,,Complaint,,
94115,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94102,92.0,Routine - Unscheduled,Improper food storage,Low Risk
94115,96.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94107,92.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk
94109,78.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94117,,Reinspection/Followup,,
94110,77.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94107,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94107,,New Construction,,
94115,,Reinspection/Followup,Unclean hands or improper use of gloves,High Risk
94123,87.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94110,90.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94110,96.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94110,90.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94110,94.0,Routine - Unscheduled,Improper food labeling or menu misrepresentation,Low Risk
94103,94.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94133,,Reinspection/Followup,,
94133,69.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94107,92.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94110,,Reinspection/Followup,,
94107,,Reinspection/Followup,,
94105,93.0,Routine - Unscheduled,Contaminated or adulterated food,High Risk
94122,90.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94122,77.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94117,,Reinspection/Followup,,
94110,86.0,Routine - Unscheduled,Unclean nonfood contact surfaces,Low Risk
94122,94.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94107,,Reinspection/Followup,,
94110,94.0,Routine - Unscheduled,Improper food storage,Low Risk
94122,100.0,Routine - Unscheduled,,
94133,80.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94112,92.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk
94118,,Reinspection/Followup,,
94107,90.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94115,96.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94104,86.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94110,90.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94103,81.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94117,87.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94102,,New Ownership,,
94103,76.0,Routine - Unscheduled,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
94103,77.0,Routine - Unscheduled,No person in charge of food facility,Low Risk
94102,73.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94112,71.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94132,94.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94133,90.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94108,87.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94112,,Reinspection/Followup,,
94133,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94110,86.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94105,,New Construction,,
94108,,Reinspection/Followup,,
94117,88.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94123,94.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94127,,Reinspection/Followup,,
94115,86.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94103,100.0,Routine - Unscheduled,,
94127,86.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94103,90.0,Routine - Unscheduled,Employee eating or smoking,Moderate Risk
94104,79.0,Routine - Unscheduled,Inadequate warewashing facilities or equipment,Low Risk
94112,,Reinspection/Followup,,
94108,,Foodborne Illness Investigation,Noncompliance with shell fish tags or display,Moderate Risk
94118,90.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94109,100.0,Routine - Unscheduled,,
94109,75.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94123,92.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94122,,Non-inspection site visit,,
94103,77.0,Routine - Unscheduled,Improper food storage,Low Risk
94110,,Reinspection/Followup,Unclean or unsanitary food contact surfaces,High Risk
94102,90.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk
94109,94.0,Routine - Unscheduled,Improper food storage,Low Risk
94110,84.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94118,,New Ownership,,
94107,,Reinspection/Followup,,
94103,84.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk
94109,66.0,Routine - Unscheduled,Inadequate ventilation or lighting,Low Risk
94102,,Reinspection/Followup,,
94103,,New Construction,,
94111,80.0,Routine - Unscheduled,Other low risk violation,Low Risk
94123,83.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94104,74.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94134,72.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94103,84.0,Routine - Unscheduled,Noncompliance with HAACP plan or variance,Moderate Risk
94103,92.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94108,,Reinspection/Followup,,
94134,79.0,Routine - Unscheduled,Improper cooling methods,High Risk
94117,98.0,Routine - Unscheduled,Food safety certificate or food handler card not available,Low Risk
94108,82.0,Routine - Unscheduled,Improper food storage,Low Risk
94103,,Reinspection/Followup,,
94103,86.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94110,88.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94117,84.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94102,,New Ownership,,
94107,93.0,Routine - Unscheduled,Improper cooling methods,High Risk
94109,92.0,Routine - Unscheduled,No thermometers or uncalibrated thermometers,Low Risk
94110,94.0,Routine - Unscheduled,Permit license or inspection report not posted,Low Risk
94118,89.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94122,96.0,Routine - Unscheduled,Improper food storage,Low Risk
94115,86.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94107,,Structural Inspection,,
94117,93.0,Routine - Unscheduled,Unclean or unsanitary food contact surfaces,High Risk
94133,69.0,Routine - Unscheduled,Moderate risk food holding temperature,Moderate Risk
94111,92.0,Routine - Unscheduled,Improper food labeling or menu misrepresentation,Low Risk
94110,96.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94123,,Reinspection/Followup,,
94112,81.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94124,88.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94102,100.0,Routine - Unscheduled,,
94111,96.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94108,86.0,Routine - Unscheduled,Noncompliance with shell fish tags or display,Moderate Risk
94122,,Reinspection/Followup,,
94110,91.0,Routine - Unscheduled,Improper or defective plumbing,Low Risk
94107,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94109,81.0,Routine - Unscheduled,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
94124,61.0,Routine - Unscheduled,Improper cooling methods,High Risk
94133,80.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94118,92.0,Routine - Unscheduled,Improper storage of equipment utensils or linens,Low Risk
94103,90.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94103,90.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94131,100.0,Routine - Unscheduled,,
94122,75.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94122,85.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94118,83.0,Routine - Unscheduled,Insufficient hot water or running water,Moderate Risk
94122,87.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94110,92.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94116,61.0,Routine - Unscheduled,Improper thawing methods,Moderate Risk
94131,87.0,Routine - Unscheduled,High risk food holding temperature,High Risk
94103,90.0,Routine - Unscheduled,Inadequate warewashing facilities or equipment,Low Risk
94117,92.0,Routine - Unscheduled,Moderate risk vermin infestation,Moderate Risk
94111,,New Construction,,
94110,85.0,Routine - Unscheduled,Unclean or degraded floors walls or ceilings,Low Risk
94118,86.0,Routine - Unscheduled,Unapproved or unmaintained equipment or utensils,Low Risk
94110,98.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
94114,84.0,Routine - Unscheduled,Low risk vermin infestation,Low Risk
94110,96.0,Routine - Unscheduled,Other low risk violation,Low Risk
94118,84.0,Routine - Unscheduled,Inadequate and inaccessible handwashing facilities,Moderate Risk
94121,82.0,Routine - Unscheduled,Foods not protected from contamination,Moderate Risk
94110,62.0,Routine - Unscheduled,No hot water or running water,High Risk
94111,88.0,Routine - Unscheduled,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
